client_id,sector,total_assets,current_assets,cash,total_debt,current_liabilities,revenue,ebitda,net_income,interest_expense
CORP-0640,Manufacturing,66176485.66,34084275.84,12928393.63,45739917.46,47328496.16,45897779.47,3840560.66,684254.35,2665527.36
CORP-0641,Technology,68223257.18,38507937.29,11778422.16,16674501.51,21794220.43,46291466.2,9367813.54,5030235.88,629738.04
CORP-0642,Retail,116395838.08,57221326.35,6309145.34,42495346.89,30219960.42,91319028.81,19038145.43,5547611.66,3283827.24
CORP-0643,Retail,27647538.83,11509614.3,3978296.68,8632590.94,11933114.35,24472736.88,3390219.57,1781697.21,504734.25
CORP-0644,Retail,17206371.9,7359655.38,1178132.5,10676210.36,6423535.97,15204258.28,2247587.0,1111627.23,646586.49
CORP-0645,Technology,14008723.57,4519164.21,1237195.12,4221558.61,3896883.04,6231047.31,457636.93,141840.43,278663.5
CORP-0646,Real Estate,5574111.06,1724837.09,413944.19,3718344.41,1427273.51,5645393.89,991967.62,284418.45,179145.58
CORP-0647,Manufacturing,311281165.22,158330886.5,35775122.63,198168903.5,121111673.14,264748917.11,47284916.98,20570689.45,13246667.65
CORP-0648,Energy,13214055.53,5702243.78,2092233.74,2001484.08,3570505.29,14230301.1,2090295.32,659629.47,109068.63
CORP-0649,Healthcare,31920097.22,14864056.77,3436694.6,8677046.17,8050858.16,28371848.54,5850776.44,2400272.05,403927.06
CORP-0650,Manufacturing,30194993.79,14110071.51,1729940.42,8353526.25,7301358.84,30806883.01,4106438.54,1444305.23,573066.21
CORP-0651,Technology,54157482.23,20753837.37,7969299.6,19409163.3,17816428.92,48379369.66,8622669.39,1913233.74,1598831.92
CORP-0652,Manufacturing,90037536.41,39865717.7,14995911.07,20400726.56,34304339.35,96272199.23,9532563.47,1686817.59,1445849.28
CORP-0653,Manufacturing,94156936.78,41544683.16,12684830.09,13752101.76,20502439.92,85160253.45,12673752.66,5356795.07,1015519.33
CORP-0654,Healthcare,22229317.0,9259136.65,2225597.92,13876945.04,5264769.1,17348135.79,2450984.3,842756.8,724245.27
CORP-0655,Manufacturing,33695615.61,18404633.36,2353176.7,11326674.14,12004488.89,42270709.85,6816802.77,2349690.69,408164.68
CORP-0656,Technology,52829481.28,22999272.47,7755916.68,34057428.29,13614396.77,51657059.03,6794125.14,3190428.65,2804699.47
CORP-0657,Retail,31056195.33,14940929.28,1832405.98,4620003.29,10040417.49,28408620.02,4074545.25,2107942.47,419578.18
CORP-0658,Manufacturing,198707723.32,112996346.29,13625132.82,124806949.82,66086154.95,108243869.68,20707307.57,7718556.29,10376712.1
CORP-0659,Energy,65070050.77,36430774.97,9516270.45,25915421.61,26678007.25,35289992.2,4522828.5,1655084.45,1424394.78
CORP-0660,Manufacturing,83043721.0,47096308.22,6972065.51,19568408.64,29297458.44,71296613.36,4967316.68,2235363.56,835189.17
CORP-0661,Manufacturing,77275017.21,29441897.39,3012467.86,39055777.88,32867272.61,64069044.38,15215065.1,4021439.74,1719030.67
CORP-0662,Real Estate,128761685.88,39979827.01,9072783.24,32272642.14,32639623.45,87194257.34,19101881.72,8067017.02,1121281.05
CORP-0663,Energy,47727655.07,18056328.37,2548924.66,31318082.85,14689549.34,39527878.79,3375161.66,1536335.1,1828641.58
CORP-0664,Retail,10887958.94,4176753.92,618805.41,4881127.09,3093332.73,12169748.1,2245140.73,1050777.55,410430.4
CORP-0665,Technology,59393060.55,34020826.05,4187051.64,16225565.64,30123061.59,55774864.7,6963562.22,1436755.09,939055.59
CORP-0666,Technology,20762169.32,10272557.06,1659306.89,6420926.33,7984374.63,11871773.08,1937168.98,627380.21,414373.48
CORP-0667,Retail,23473514.91,7617418.21,2396784.49,10298469.48,8518368.81,18255311.1,3006854.32,938660.76,830406.32
CORP-0668,Technology,71582702.59,24382040.51,8355193.56,22296650.23,14179890.32,45741826.83,6325161.97,2593244.91,1202649.44
CORP-0669,Technology,137382981.82,47631069.64,11229505.42,87899270.6,32468469.82,99253711.34,10998474.14,4928135.34,7957782.19
CORP-0670,Retail,40680994.54,19898153.47,5013661.02,23214156.14,24327840.75,29179536.31,3369447.06,1852087.47,2086521.23
CORP-0671,Technology,54234782.96,28235940.91,3100207.78,37774376.4,24214659.9,38206825.47,3980784.59,1395278.74,2192172.85
CORP-0672,Real Estate,218482165.04,121889708.33,14723652.5,78104256.65,74566672.63,119940793.33,13002648.22,4554083.27,4009637.13
CORP-0673,Technology,50665369.08,29496920.13,5228928.4,22021033.7,22994326.46,39238760.95,5754014.5,2963128.75,1551570.56
CORP-0674,Manufacturing,537093694.11,193628381.99,50957089.55,20486189.27,158552791.78,369455189.96,42196216.36,18129929.01,1122379.43
CORP-0675,Manufacturing,70105348.39,27546616.9,8866301.34,10672526.22,18737118.42,15010274.51,2763430.61,1455678.94,455201.09
CORP-0676,Real Estate,6846425.44,2547533.44,717133.0,2861123.89,1555803.55,8288244.33,1859569.63,797518.83,226654.17
CORP-0677,Technology,84591269.44,34481809.76,7504564.4,42003891.41,37259142.89,86093096.98,10417035.55,2961441.72,3286666.34
CORP-0678,Manufacturing,58302666.33,33489024.27,4537669.75,17918196.06,19469781.2,42254265.94,6843932.96,1825189.08,1116889.07
CORP-0679,Real Estate,144639175.48,68346894.89,22843717.35,56660034.1,57926856.31,116255734.75,20342923.19,4980939.83,2326292.65
CORP-0680,Real Estate,78075069.5,40712835.96,8514512.15,19711362.15,27272273.69,44164656.68,7666989.41,3574390.21,819147.17
CORP-0681,Healthcare,34675502.51,15501189.99,4973032.94,10650946.84,10432667.07,39500410.59,6075074.8,3152111.38,656188.21
CORP-0682,Retail,11707049.78,3613467.24,917436.4,1899877.53,2802933.12,13807970.46,2583942.41,1511441.49,99747.25
CORP-0683,Technology,32312888.8,10316169.12,3317665.71,21635172.16,9459722.71,26862956.44,4677175.1,2265205.17,1187416.26
CORP-0684,Energy,17012850.8,7849336.52,2921419.98,7585750.78,5664424.3,17092915.47,1506174.36,777613.51,571430.41
CORP-0685,Real Estate,22286162.99,11491563.77,4324377.2,8197577.33,5344584.94,18610224.34,3600293.12,1231294.37,582009.05
CORP-0686,Manufacturing,71741389.93,26156850.38,6814697.43,11589165.94,27379911.35,38213403.76,7427330.71,2112024.01,934922.82
CORP-0687,Manufacturing,211535735.5,109273622.46,27695673.83,70990181.19,50196314.54,151805516.55,16977275.42,8234113.26,3204543.04
CORP-0688,Retail,59095865.95,32100858.55,5768637.91,8171704.97,22993047.35,48835972.25,7418032.39,3277049.89,448235.39
CORP-0689,Healthcare,12044478.99,5101670.86,1942409.9,5628871.85,3369333.08,8540625.1,1572896.6,646058.53,401815.47
CORP-0690,Technology,62121497.85,32547053.59,7725881.26,27871657.76,30551557.94,46980584.46,6555403.39,2876098.99,1859629.76
CORP-0691,Retail,131778295.2,55506201.98,7675251.73,42702930.64,46585450.1,103013740.59,20978635.2,9069453.11,3543732.84
CORP-0692,Manufacturing,21643529.42,10897629.37,2504400.27,4880258.99,8390303.47,16964724.31,4549830.9,2404047.32,323600.46
CORP-0693,Manufacturing,34829762.84,18431879.66,2545737.03,29887810.0,17039386.71,28227840.44,3124841.65,1654599.15,2621807.61
CORP-0694,Retail,40414055.66,24150549.97,6055979.96,9169805.09,17050261.53,23758574.09,1923203.59,873946.09,624466.18
CORP-0695,Technology,18166716.01,7332431.72,1967897.49,6799287.47,5483447.94,11928207.05,1970431.61,954832.32,516286.98
CORP-0696,Energy,76154934.42,32237315.43,6490233.25,44040798.27,14389651.47,41358461.43,7695904.97,3473979.64,2428730.05
CORP-0697,Retail,35287941.09,12339699.6,1499214.08,9937938.78,11938444.59,35131372.38,4864173.23,1721348.35,598406.11
CORP-0698,Manufacturing,60583458.03,21884072.88,8382717.33,41905181.44,14200513.11,22953291.8,5110849.57,2431008.65,3086910.24
CORP-0699,Technology,16395341.9,8329137.01,2765322.91,2755523.01,5208515.05,16898975.14,1403792.96,365758.95,232000.36
CORP-0700,Manufacturing,25713885.6,14788407.3,5200555.26,2920997.99,13796806.27,27700794.44,5114838.98,2584984.15,207211.37
CORP-0701,Manufacturing,82012428.25,34312481.56,7207697.66,36895662.42,19333905.59,60653429.86,7260637.64,2036955.23,2167709.58
CORP-0702,Technology,27430520.76,9709124.28,3187013.34,7444222.53,7241998.49,7663335.42,1808308.79,775005.58,600451.18
CORP-0703,Retail,223956826.24,86342041.58,21206630.17,148229924.49,171639096.51,162981867.64,40684473.82,12835325.12,4446897.73
CORP-0704,Technology,26705065.23,11657175.21,1868937.16,3993071.74,6608601.33,21021243.74,2347382.81,1068854.7,154398.04
CORP-0705,Technology,49857760.82,19304680.63,2651054.13,17285722.76,18329137.12,29808975.79,3652259.6,1448513.47,1213881.47
CORP-0706,Real Estate,101198129.54,37450768.76,7621802.97,63148154.14,34648084.46,70530676.08,13610967.15,3273769.76,3802253.0
CORP-0707,Retail,9641953.27,5021484.39,709363.17,1982769.28,2828748.98,10664376.73,1393231.16,615905.65,136975.06
CORP-0708,Healthcare,6846110.15,2069945.2,826903.14,2860951.87,1520748.92,6387321.04,943595.35,322905.81,174421.11
CORP-0709,Retail,8661025.45,3999394.43,458957.3,907172.12,2142025.31,5327285.69,805855.42,393349.86,62199.52
CORP-0710,Energy,140762425.74,75748490.09,17599637.48,22473283.25,38178404.03,67633553.7,3653317.18,1461811.19,1073862.42
CORP-0711,Healthcare,22934247.01,8711997.69,2052791.09,9821095.78,7014329.28,16847418.42,2515456.25,1105648.92,673307.72
CORP-0712,Manufacturing,514239303.28,247342652.81,47041994.9,84005698.24,136104095.37,389437869.53,44985374.69,13686490.05,6293389.2
CORP-0713,Manufacturing,22651857.18,11341106.05,3078038.22,9215087.19,9468156.28,20369452.37,2553185.76,870806.84,721617.44
CORP-0714,Manufacturing,47896419.17,23780926.98,3448070.5,8848117.73,9936681.53,33189184.6,7374026.14,2611409.13,798129.55
CORP-0715,Retail,186158673.73,80747235.09,27064350.7,111581894.81,66033774.48,167970955.49,14642810.14,7111577.23,7103468.19
CORP-0716,Real Estate,296065978.61,119602778.93,23888779.18,101731701.67,62604998.55,351439437.81,67005534.36,38041568.55,6521883.71
CORP-0717,Healthcare,312934223.12,172357042.05,47812322.09,120526834.39,93798933.49,301387014.28,41004261.91,13100157.42,4477862.73
CORP-0718,Real Estate,133333788.56,70338078.43,22134814.46,54299228.14,43246777.68,105384666.27,14333578.34,7276940.06,2825125.25
CORP-0719,Technology,110891469.18,43954778.2,16118772.55,28602844.01,35683872.6,84651210.38,16042978.44,2936382.57,1633330.19
CORP-0720,Healthcare,72025224.02,23833561.37,8359293.49,37882696.26,16557511.78,52482286.74,8764676.49,2459202.22,2869795.82
CORP-0721,Real Estate,86734395.02,27888773.71,7878375.22,56644328.31,43674151.29,89867951.08,16044183.71,4879391.71,2879513.47
CORP-0722,Technology,22949673.86,7533983.04,1631242.59,5861001.98,4739045.55,15480411.29,3071456.53,813165.45,421670.38
CORP-0723,Technology,17571715.91,8344119.22,2094051.85,6189809.46,5088354.97,14216300.84,1896946.14,458380.27,371238.0
CORP-0724,Healthcare,39690623.85,12522338.35,4140140.99,8420005.69,8061246.44,32158914.41,3839393.72,1694324.03,482823.99
CORP-0725,Manufacturing,33592566.91,13473241.65,4894339.11,1299415.63,26946483.3,23502809.71,2250217.14,851916.98,82816.19
CORP-0726,Healthcare,25311564.67,13312868.29,1745777.37,6647523.77,13396658.74,13301401.64,1446254.4,633373.43,359848.11
CORP-0727,Technology,79908073.24,31028660.43,6685338.33,48045383.39,25840773.53,69088112.65,20550585.29,9639195.9,2573524.12
CORP-0728,Healthcare,103523087.0,54762928.64,18227018.23,38974554.23,33874041.3,81555405.7,17308828.26,7383283.2,1341824.19
CORP-0729,Retail,43505889.87,22781429.02,5228236.1,4342376.96,14099726.19,39157393.25,3228381.47,1503703.64,244391.96
CORP-0730,Technology,174516540.15,65225232.24,13023413.14,81875173.15,45551194.02,120988816.26,10148191.3,3988713.83,4323048.26
CORP-0731,Technology,12715227.97,6594710.44,1473237.27,7362343.22,3759601.59,13276786.6,2311399.63,650198.25,384758.16
CORP-0732,Healthcare,32813170.77,17205027.99,4832091.02,7848481.6,15791629.03,20496591.06,3635341.8,1838688.33,519986.2
CORP-0733,Energy,19446500.31,8152676.46,3260594.01,1565246.53,4674447.85,22215838.64,3942071.53,1344596.4,109378.61
CORP-0734,Manufacturing,6159236.5,2236579.81,554443.05,1662446.44,1323500.79,2774567.88,380815.57,116697.27,105536.95
CORP-0735,Manufacturing,36664491.63,16732986.23,2719919.18,19676480.85,10134926.92,32519717.98,4673970.84,1786430.04,1474382.87
CORP-0736,Real Estate,35259744.6,20324396.47,3025367.15,7775149.58,14240910.02,31560508.57,5251478.51,1621230.71,533635.18
CORP-0737,Manufacturing,180899058.03,88981536.73,10028657.36,53972661.07,39860966.35,115936141.59,17888326.42,6408617.48,2999485.15
CORP-0738,Healthcare,74836155.21,26333103.02,7047927.85,33255637.95,15514900.18,66220926.29,2584932.62,1122908.67,1764449.56
CORP-0739,Manufacturing,14300616.06,7219338.21,1901368.85,4108875.14,6488326.64,15100073.9,2091511.51,909460.68,265812.72
CORP-0740,Manufacturing,254317124.11,108888650.82,17593158.7,86546729.32,68084249.37,90698700.91,9743732.26,3022671.33,5937668.76
CORP-0741,Manufacturing,135033532.65,64472926.74,19896269.24,72185461.97,35798536.8,121604307.59,19305969.3,6780825.23,5844688.27
CORP-0742,Retail,71277958.74,37080163.42,11952127.41,12166963.5,29318024.18,21479316.06,6427963.49,3261762.73,947412.19
CORP-0743,Healthcare,31753575.82,14431498.68,2564902.49,1131755.37,7455407.52,19270198.54,3244602.01,1458902.89,58713.1
CORP-0744,Manufacturing,15257179.9,8302883.95,1687394.52,4182054.42,5023485.13,17177040.78,2307280.51,1401687.91,244524.33
CORP-0745,Retail,27447707.97,14180767.02,5631771.11,7979265.27,25187475.62,18764449.7,3679522.35,1906039.74,559069.35
CORP-0746,Real Estate,118301690.61,57319771.97,12167803.38,55546906.22,35385441.27,66866955.61,11643836.82,5989930.9,4222673.96
CORP-0747,Manufacturing,262191656.05,90518482.25,29711832.01,108212850.51,67672900.29,199373800.65,34093861.86,8905764.88,8016899.47
CORP-0748,Manufacturing,186369818.33,102649650.68,24206597.14,41721336.75,59858493.88,226174920.38,40788957.29,19431289.64,2463304.18
CORP-0749,Real Estate,24425801.7,14185813.78,4794853.98,3952306.14,7554944.9,10592579.89,2678092.08,1057014.34,162794.15
CORP-0750,Energy,12998994.51,4433821.02,1466295.52,6031497.61,2809657.1,7666001.25,716430.58,247098.21,271513.62
CORP-0751,Technology,45850022.48,20470766.77,6147920.03,3046680.55,9450513.98,50411473.25,8755545.53,3649324.81,195260.24
CORP-0752,Real Estate,6794069.34,2565893.22,914570.31,1627789.24,1796193.38,7959527.18,825251.29,408104.22,106023.42
CORP-0753,Energy,55017821.29,28959014.93,11055554.22,7117047.89,16548697.63,42876144.91,7622333.77,3430684.06,309732.57
CORP-0754,Retail,34359785.55,17746447.53,4862437.82,7060604.25,9740214.74,18973111.41,1974449.63,616329.63,428356.58
CORP-0755,Technology,24989430.12,8553020.7,1464625.01,2668984.55,5853976.74,30466331.04,3934167.88,1865762.95,185409.99
CORP-0756,Healthcare,8083188.21,4551709.41,999503.9,1104386.19,2512660.77,9044186.15,1223185.52,411285.42,47192.19
CORP-0757,Energy,66559051.67,23581334.15,7722691.54,11044271.29,18683748.2,62285254.86,12381737.88,5220986.51,845714.61
CORP-0758,Manufacturing,23377840.87,12604810.65,3721759.99,12168745.68,9470375.53,14903830.13,2919998.97,1079421.4,661213.53
CORP-0759,Real Estate,12361324.5,5403062.1,828502.85,3085362.78,5541576.45,9767846.08,856778.13,323959.27,243324.66
CORP-0760,Healthcare,2252920.17,897747.43,103574.79,516681.17,562299.81,1730080.44,264264.09,125954.69,26866.5
CORP-0761,Technology,38743946.99,13462428.18,4104539.24,9709183.12,8258648.33,33558854.68,3843193.84,1137510.93,433035.56
CORP-0762,Retail,234332498.07,82082989.63,14391094.04,127242616.79,41630456.21,255469356.79,22244931.52,13225045.73,6760138.77
CORP-0763,Retail,209714830.23,104556928.66,26128888.67,33086281.2,57560947.56,204657223.28,28477878.14,6205084.54,1937955.41
CORP-0764,Healthcare,25213843.41,11727692.71,3800054.27,12778075.0,8461039.53,14738116.39,1983394.7,674816.79,692224.12
CORP-0765,Technology,21808011.05,7341135.38,1973297.44,11337334.95,7136127.81,23450138.8,6362862.74,2780705.84,643506.89
CORP-0766,Manufacturing,63641367.93,21244084.18,2655314.54,35456588.3,12697133.61,54898725.89,9423256.02,4319916.61,2305014.27
CORP-0767,Healthcare,14674393.01,4720652.04,734883.12,2009427.42,2427942.68,13755969.11,1115872.18,435137.06,115406.06
CORP-0768,Real Estate,53854250.99,28172785.32,4671004.28,5751732.12,15633534.19,58879292.7,7169219.21,2826543.03,339400.02
CORP-0769,Retail,85675741.32,44000030.01,7803813.47,22942854.06,22753249.85,49493500.67,9951616.84,4389210.45,788353.27
CORP-0770,Healthcare,135832521.31,43130805.04,11628971.54,62362816.28,30475875.06,107692761.31,27399422.65,10326652.03,4108179.85
CORP-0771,Technology,36029403.38,16864679.98,4236234.48,6164227.82,12840940.34,24993924.62,1767091.33,953024.38,361605.63
CORP-0772,Healthcare,32486210.01,10571105.21,1701398.36,2211659.22,8770958.44,15802205.9,884983.27,428274.3,186120.84
CORP-0773,Technology,16551998.59,9453239.19,1136907.55,6072718.16,6397519.12,14389347.48,3504500.52,1707681.55,278777.37
CORP-0774,Manufacturing,17419827.83,9966497.13,1509223.29,3052038.14,6786561.08,22686038.81,3844845.94,1166466.0,100337.49
CORP-0775,Healthcare,31753741.16,16177575.24,6395228.35,15438083.22,10221691.5,13717122.44,1462044.48,573210.85,1069411.89
CORP-0776,Technology,57504025.2,33229084.88,7993724.4,33553555.03,22943810.28,45631967.15,8064603.92,2983527.68,2187621.5
CORP-0777,Retail,99292900.03,53959327.4,19436346.76,18522890.11,37302110.63,92154593.15,1843091.86,551895.17,831187.0
CORP-0778,Healthcare,17837633.93,9785040.53,3470027.24,4086914.25,8227408.06,14709191.93,2208861.34,963099.81,151435.56
CORP-0779,Healthcare,177182098.89,83437239.48,21147657.89,47462064.56,44460792.34,137736825.95,22918176.28,7935084.49,3942244.22
CORP-0780,Energy,30367283.89,11898441.13,3712388.74,13886661.25,7773673.7,16403092.68,3218508.34,1498345.61,1127758.75
CORP-0781,Energy,38982863.33,14241988.94,2247750.49,10229144.28,9957883.95,33001229.42,3277193.77,960154.99,306874.33
CORP-0782,Manufacturing,18864422.92,7511058.75,2302282.3,12563235.83,6253856.6,12236355.19,1887878.21,1079685.21,667442.69
CORP-0783,Retail,3526300.07,1722769.06,313053.62,645152.32,1781128.16,1276575.84,132417.64,41098.03,54814.0
CORP-0784,Retail,96402760.63,33914198.2,11857035.48,43249627.4,16762771.0,100154606.08,16302083.88,6878342.06,2286134.72
CORP-0785,Technology,83207154.78,31418361.9,3930978.72,52271044.86,18246805.38,82514635.28,8683236.53,4160884.78,2751590.48
CORP-0786,Real Estate,30058993.02,13238529.37,4394418.65,12142386.24,15566813.03,24357769.81,3156644.16,1082526.78,677042.58
CORP-0787,Manufacturing,42584066.58,15752486.25,2047525.05,8603833.93,8725897.17,36018239.62,3609360.07,1751430.65,371569.86
CORP-0788,Manufacturing,66714922.91,31795871.99,11585041.25,3392635.11,17012306.11,67706547.01,12360291.38,3424809.81,116802.88
CORP-0789,Manufacturing,8347345.51,4816024.43,921119.36,4753916.98,3107612.87,7052404.53,1360567.91,741797.64,360290.86
CORP-0790,Real Estate,23463282.79,12304774.54,3646126.3,7326759.75,5751925.67,23012870.14,3181965.89,1277288.6,237064.25
CORP-0791,Technology,88124811.46,44056059.35,10848834.73,24563702.68,27766053.14,65256736.59,9913274.83,3374070.91,1564930.7
CORP-0792,Manufacturing,11361154.3,5394462.87,1132248.9,9242231.16,5780170.23,12070053.38,936279.22,346499.92,677443.46
CORP-0793,Manufacturing,53412637.44,23842566.66,7000953.65,28247820.41,14484561.06,46156912.29,6231929.41,2996884.54,1079959.53
CORP-0794,Energy,10256458.84,3650983.01,1402915.39,4116990.97,2284779.02,8603224.22,1268887.55,433394.22,189941.39
CORP-0795,Technology,63492349.89,36089885.75,4055814.72,22279363.21,28672775.93,34666047.31,9742533.96,3166949.31,1742194.69
CORP-0796,Real Estate,38430367.21,14394509.11,5407381.65,16960293.69,8323298.96,32949857.54,3110520.88,1175298.93,1153187.62
CORP-0797,Real Estate,7919734.05,2592862.82,733065.84,1986858.04,3112927.5,5018014.9,1120065.4,316198.7,100814.6
CORP-0798,Manufacturing,127641913.99,67012586.09,22931324.34,17388747.47,35339964.89,85819205.41,17150362.2,9982443.62,1356908.91
CORP-0799,Energy,19104002.45,6737688.61,1449697.83,10625935.15,5865228.19,12167814.36,1995908.74,685316.3,829864.66
CORP-0800,Real Estate,17711904.87,7289667.43,1760840.25,6716341.11,6590890.96,10392513.56,2472701.4,1194714.56,430086.21
CORP-0801,Healthcare,48669796.34,15013925.41,5414850.66,9170280.81,10322608.56,59618275.36,10051955.63,4231340.65,426396.02
CORP-0802,Technology,125603081.94,42845771.39,9616921.52,54088665.46,25607248.79,133926523.41,22694915.42,6843574.47,2909876.6
CORP-0803,Manufacturing,14420742.52,5075540.25,1321659.87,1431884.94,3241976.7,17075219.08,2515930.52,1004874.05,92064.19
CORP-0804,Energy,42358507.73,13398971.86,1421074.55,24243105.14,11138554.46,23526804.56,4968353.98,2376861.93,1386004.44
CORP-0805,Manufacturing,61148537.32,30390644.92,4485033.2,37048714.13,23421301.98,49790242.38,10198209.8,3887291.06,2744730.19
CORP-0806,Healthcare,79646257.57,43893238.82,12839033.62,31739415.64,41931552.44,43112397.76,5118137.26,2657906.49,1176052.91
CORP-0807,Real Estate,47509562.06,19573684.06,6167532.21,8203416.31,13880784.94,31397217.86,2638548.1,1324950.99,308333.99
CORP-0808,Real Estate,27590226.65,15515996.96,4263490.0,4239783.72,8039341.31,17005915.0,2378293.68,1169862.41,265889.84
CORP-0809,Manufacturing,17407466.47,6336386.94,906059.05,8808355.84,4229065.49,18241576.58,2006538.25,710383.41,463555.88
CORP-0810,Technology,43407547.22,17259584.22,4032212.17,23708394.03,9361050.7,31286166.08,4593552.89,1341389.82,1199508.91
CORP-0811,Real Estate,13631052.06,4705726.76,971866.36,10248642.86,2260021.11,13817468.51,2927533.4,991383.54,343115.84
CORP-0812,Healthcare,2144998.73,1042829.22,259349.96,824055.17,824506.11,1975166.69,251112.65,105372.92,49684.91
CORP-0813,Technology,61623866.96,26249356.43,9478608.76,17173967.64,18415810.33,77690919.17,11487288.48,5221876.34,1016847.84
CORP-0814,Real Estate,98339353.04,47594772.18,15837561.74,33459085.53,20095094.56,49573964.88,7579915.58,1385933.44,2335517.27
CORP-0815,Real Estate,3749254.45,1981490.24,248076.34,1040174.04,953676.95,3943640.72,758841.44,302920.91,63485.56
CORP-0816,Manufacturing,14508848.97,6727911.49,2469767.59,2211054.63,8095790.99,14933786.67,562339.7,233825.87,128265.35
CORP-0817,Manufacturing,73968823.7,36118170.83,8723627.05,33153751.48,21825523.33,44775121.43,5358014.25,1994497.09,2574554.89
CORP-0818,Manufacturing,311682459.57,180955073.36,58477196.04,109865844.73,120618703.43,312127126.74,50116437.6,26517979.52,4429020.75
CORP-0819,Technology,40661559.0,15846594.02,2250402.86,20339209.09,8656591.49,35262882.85,7405344.61,3274480.52,1383998.53
CORP-0820,Retail,19230287.32,7841133.92,2361873.88,5555873.61,6523359.83,14509343.09,1819542.39,966211.93,194082.18
CORP-0821,Healthcare,33168246.94,17091962.78,2920978.93,8684509.28,14681840.94,21068898.42,1183489.85,447837.23,411859.13
CORP-0822,Technology,157490613.74,76129648.44,17625099.92,88334813.81,61915582.13,103341893.22,18703391.69,9234757.55,3693291.2
CORP-0823,Retail,20874436.22,7380362.98,775372.53,6143004.43,5805693.08,25257283.35,2986216.11,1682752.6,440632.41
CORP-0824,Manufacturing,17908893.54,7393582.7,1075642.01,3907164.32,4048772.02,14329560.54,1297064.06,688960.67,230596.33
CORP-0825,Manufacturing,24575399.44,10821811.65,1381124.49,11678892.19,10531976.59,23504550.99,2791934.75,811855.09,698367.99
CORP-0826,Real Estate,15350696.29,6536586.7,1123791.24,5582627.19,5225279.58,9852385.79,1386957.12,519599.06,242280.47
CORP-0827,Retail,45022382.64,15914621.78,2068987.2,29011041.94,20289039.19,28995738.56,3472609.87,1269181.71,1610246.21
CORP-0828,Retail,202181922.9,116725492.93,35901610.97,96359566.2,61342548.82,205497092.18,8162693.26,3664440.77,4678066.19
CORP-0829,Healthcare,55012955.67,29085109.17,3161899.54,15184473.14,14481644.5,29161529.28,5682220.5,2662889.42,998406.82
CORP-0830,Manufacturing,30942663.89,13751128.68,3923501.6,3743567.38,10043400.29,22184567.1,4741812.61,1498937.86,168960.8
CORP-0831,Retail,29745509.31,14992281.29,2132087.54,9632495.81,10857518.38,23998839.98,4381614.6,1782370.06,770088.33
CORP-0832,Manufacturing,8341963.61,4748118.9,1821133.58,4312846.94,2824094.83,6859384.13,638716.47,126470.5,150372.99
CORP-0833,Technology,96312606.53,32828367.94,12472423.46,29102577.99,15708910.42,73600297.01,10298552.71,5604415.75,1394077.58
CORP-0834,Technology,36842506.44,13820063.15,2316946.45,16025746.5,8308100.95,32390603.72,4848029.09,1690811.11,1364720.64
CORP-0835,Manufacturing,33248495.85,15387748.8,4375143.06,15150183.6,12602752.04,31206079.02,5615213.11,2277454.03,810124.54
CORP-0836,Manufacturing,970291954.16,523669586.63,56766618.88,388454711.03,614296092.56,918796143.24,168522854.66,62190836.49,15645720.49
CORP-0837,Real Estate,53690836.82,16691217.75,6334927.41,17957658.8,15836828.83,32366943.17,3666893.39,1886993.45,1136469.71
CORP-0838,Manufacturing,18778233.23,11176906.66,2871304.77,7143067.3,7308569.92,13955400.44,2150524.11,249997.04,377647.66
CORP-0839,Manufacturing,26000918.02,11348672.19,1282024.83,5890023.62,9167910.56,27013720.66,4669700.35,1860123.61,279551.98
CORP-0840,Energy,125579013.64,51207271.79,10382274.25,42879193.98,32451008.22,122932993.19,27388378.76,10665531.08,1867900.78
CORP-0841,Technology,44601159.33,17297102.59,2128492.17,6288523.87,13525720.59,23434702.84,4340700.5,1539370.23,638446.18
CORP-0842,Energy,9451859.21,3329956.28,725541.97,6082787.4,3092623.9,8225915.07,1558422.93,892388.27,342015.19
CORP-0843,Technology,99854924.4,53669243.17,16153256.25,25113976.68,52147204.59,40376832.98,6225757.63,1937873.24,781458.79
CORP-0844,Real Estate,20416540.0,11976837.45,2886022.26,11897002.05,5636313.16,16524881.66,3644115.77,1738897.77,980380.14
CORP-0845,Technology,259248540.72,109945601.94,23651129.84,187045899.32,59250858.1,305797498.52,52134846.68,22711257.12,12937228.56
CORP-0846,Manufacturing,117276865.1,68692133.53,9324758.86,76077770.17,31334690.51,71588314.81,7656055.6,4028248.4,3690000.36
CORP-0847,Technology,25461500.99,13930987.44,2416771.57,4181248.78,8118383.96,16120577.38,3549243.32,1182895.69,192350.88
CORP-0848,Real Estate,143381054.61,63706401.78,8284570.74,42418849.87,47971563.95,136614322.86,25259327.58,8252300.88,2973650.11
CORP-0849,Manufacturing,42620908.92,21404555.19,7325700.87,13271110.75,10547563.98,20945606.56,2677849.7,1364650.93,747113.44
CORP-0850,Manufacturing,93434729.95,40223207.78,5654254.69,34186550.01,27054037.98,62923524.89,7929959.35,3509261.81,1063554.95
CORP-0851,Technology,64665139.84,30238520.15,8424814.88,39730830.18,19037852.61,59445901.78,9798395.3,2405567.44,3448977.72
CORP-0852,Healthcare,17083836.58,5422647.21,1099832.83,4944953.99,3656858.87,11499862.11,1991307.38,689130.75,264506.3
